gen,n_total,n_feasible,feasible_ratio,basis,J1_min,J1_mean,J1_max,J1_span,J2_min,J2_mean,J2_max,J2_span,J3_min,J3_mean,J3_max,J3_span,J4_min,J4_mean,J4_max,J4_span,hypervolume,J1_improve_from_prev,J2_improve_from_prev,J3_improve_from_prev,J4_improve_from_prev,hypervolume_improve_from_prev
51,100,100,1.0,feasible,0.7084607934348456,0.7530331332574608,0.7989207185216194,0.09045992508677381,0.5286398416,0.5877719091439999,0.7257631007999998,0.19712325919999985,0.0,0.07234892721128175,0.21368372576271427,0.21368372576271427,0.16846789636269757,0.454902035038372,1.0,0.8315321036373025,0.210106109467868,0.0,0.0,0.0,0.0,0.00025911605358816536
52,100,100,1.0,feasible,0.7084607934348456,0.7541150069872501,0.7989207185216194,0.09045992508677381,0.5286398416,0.5917187335519999,0.7257631007999998,0.19712325919999985,0.0,0.06974496053371508,0.21368372576271427,0.21368372576271427,0.16846789636269757,0.446837928624748,1.0,0.8315321036373025,0.20999666115615323,0.0,0.0,0.0,0.0,-0.00010944831171477709
53,100,100,1.0,feasible,0.7084607934348456,0.7530142650236339,0.7989207185216194,0.09045992508677381,0.5286398416,0.589703521208,0.7257631007999998,0.19712325919999985,0.0,0.06741906401453412,0.21368372576271427,0.21368372576271427,0.16846789636269757,0.46150892941487626,1.0,0.8315321036373025,0.21004222922632584,0.0,0.0,0.0,0.0,4.556807017261355e-05
54,100,100,1.0,feasible,0.7084607934348456,0.7538190106797132,0.7989207185216194,0.09045992508677381,0.5286398416,0.5928025281199999,0.7257631007999998,0.19712325919999985,0.0,0.06385995131182857,0.21368372576271427,0.21368372576271427,0.16846789636269757,0.4578381867549888,1.0,0.8315321036373025,0.20979557547601854,0.0,0.0,0.0,0.0,-0.00024665375030730186
55,100,100,1.0,feasible,0.7084607934348456,0.7541359599654648,0.7989207185216194,0.09045992508677381,0.5286398416,0.5919708765519999,0.7257631007999998,0.19712325919999985,0.0,0.06605350610305952,0.21368372576271427,0.21368372576271427,0.16846789636269757,0.4507716108300786,1.0,0.8315321036373025,0.21014893130044268,0.0,0.0,0.0,0.0,0.0003533558244241397
56,100,100,1.0,feasible,0.7084607934348456,0.7553893058282317,0.7989229179530114,0.09046212451816582,0.5286398416,0.599347013424,0.7257631007999998,0.19712325919999985,0.0,0.057741744374510955,0.20172522725,0.20172522725,0.16846789636269757,0.4548419328766471,1.0,0.8315321036373025,0.21018605658560846,0.0,0.0,0.0,0.0,3.712528516577884e-05
57,100,100,1.0,feasible,0.7084607934348456,0.7566450403615719,0.7993666552421815,0.09090586180733595,0.5286398416,0.6027814776559999,0.7257631007999998,0.19712325919999985,0.0,0.05937144853355619,0.20172522725,0.20172522725,0.16846789636269757,0.44192082370936403,1.0,0.8315321036373025,0.20983705567180916,0.0,0.0,0.0,0.0,-0.0003490009137993022
58,100,100,1.0,feasible,0.7084607934348456,0.7542718058421852,0.7993666552421815,0.09090586180733595,0.5286398416,0.598982846024,0.7257631007999998,0.19712325919999985,0.0,0.05951793950268476,0.20172522725,0.20172522725,0.16846789636269757,0.461485299473352,1.0,0.8315321036373025,0.20984148751071063,0.0,0.0,0.0,0.0,4.431838901475249e-06
59,100,100,1.0,feasible,0.7084607934348456,0.7534868421528614,0.7993666552421815,0.09090586180733595,0.5286398416,0.5967849176239999,0.7257631007999998,0.19712325919999985,0.0,0.06050962017435142,0.19613775936428568,0.19613775936428568,0.16846789636269757,0.4597664139924845,1.0,0.8315321036373025,0.2099178796537198,0.0,0.0,0.0,0.0,7.639214300916852e-05
60,100,100,1.0,feasible,0.7084607934348456,0.7527978971124835,0.7989207185216194,0.09045992508677381,0.5286398416,0.59586521424,0.7257631007999998,0.19712325919999985,0.0,0.059867955033501424,0.19613775936428568,0.19613775936428568,0.13855333494267993,0.4730581865411522,1.0,0.86144666505732,0.2140995728427375,0.0,0.0,0.0,0.029914561420017638,0.0041816931890177045
